track_ids,track_names,artists,first_artists,danceability,energy,loudness,mode,acousticness,instrumentalness,valence,tempo,mood
23TcFJ0XSv7jugzpucHNW7,Marina Del Rey,['Marc Jordan'],Marc Jordan,0.908,0.371,-14.792,1,0.86,0.102,0.761,111.775,happy
1QEZIhNmz28cJ2Lr45MKJ4,Hot Rod Hearts - Remastered,['Robbie Dupree'],Robbie Dupree,0.601,0.487,-11.119,1,0.334,1.6e-06,0.674,118.371,happy
2aT4FycQXXc4SkD2Sdm9YJ,Trying To Reason With Hurricane Season,['Jimmy Buffett'],Jimmy Buffett,0.64,0.313,-16.124,1,0.552,1.43e-06,0.63,120.142,happy
0udUxLibGsKop4rlmBaVsi,In Your Letter,['REO Speedwagon'],REO Speedwagon,0.641,0.894,-5.108,1,0.273,0.0,0.926,131.079,happy
5HZchgrpAreegk6UGs0zHr,Still Right Here In My Heart,['Pure Prairie League'],Pure Prairie League,0.59,0.479,-12.167,1,0.561,3.22e-06,0.709,115.474,happy
0rLemgaftUhE0iYxp6VQSm,Everybody Needs Love,['Stephen Bishop'],Stephen Bishop,0.58,0.792,-8.051,0,0.688,1.24e-06,0.678,134.893,happy
3XJC8vRhbtm3NzHXE1XAta,If I Saw You Again,['Pages'],Pages,0.757,0.425,-13.619,0,0.226,2.2e-05,0.854,109.532,happy
4WSbbEjRQ7uE3IT9crL10B,What Can I Say,['Boz Scaggs'],Boz Scaggs,0.724,0.598,-6.522,1,0.116,0.00725,0.786,114.987,happy
1UhDG1nEctrXaCJR85p0iF,day i die,['Alexander Stewart'],Alexander Stewart,0.522,0.551,-6.396,1,0.33,0.0,0.242,137.988,sad
315aBOUD3xtj7sUMXtRgMV,In The Stars,['Benson Boone'],Benson Boone,0.362,0.54,-6.031,1,0.338,0.0,0.3,78.007,sad
2AS8i1xuWmeWGBBwI69vfn,How Did It End?,['Taylor Swift'],Taylor Swift,0.492,0.379,-8.859,1,0.785,0.00093,0.273,83.993,sad
7CcSmXQOev37UcoAeohMpn,used to be pretty,['BLÜ EYES'],BLÜ EYES,0.426,0.451,-8.044,1,0.634,0.0,0.484,182.921,sad
2SPbioo65CuUB3H0aW1ID5,Bored,['Laufey'],Laufey,0.508,0.419,-9.786,1,0.912,2.22e-05,0.257,139.109,sad
2Jdo2UwlQMc0AySBT7T2EZ,Try Again,['ROSIE'],ROSIE,0.685,0.505,-5.099,1,0.786,0.0,0.441,141.609,sad
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,['Mitski'],Mitski,0.504,0.308,-14.958,1,0.868,0.135,0.121,113.95,sad
2yHcSn169Hjj5UjjLubk8U,buried alive,"['renforshort', 'PJ Harding']",renforshort,0.395,0.35,-6.122,1,0.916,5.26e-05,0.153,140.016,sad
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"['Zach Bryan', 'Kacey Musgraves']",Zach Bryan,0.429,0.453,-7.746,1,0.554,2e-06,0.155,77.639,sad
6EtlSjhcsMofKcd9Kx2cCV,Here It Is,['Cian Ducrot'],Cian Ducrot,0.629,0.433,-5.688,1,0.695,0.0,0.182,126.009,sad
6tqSQ7LWVgmVyf41tFAqHV,Built To Be Bad (with Alex Sampson),"['Grace Gachot', 'Alex Sampson']",Grace Gachot,0.369,0.404,-8.8,0,0.329,0.0,0.159,170.194,sad
3X7afM4V4ZMLNVmwBgqWzp,How It Ends,['Charlotte Lawrence'],Charlotte Lawrence,0.414,0.569,-5.436,1,0.178,0.0,0.303,152.122,sad
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish'],Billie Eilish,0.391,0.084,-17.843,1,0.953,0.0,0.111,79.449,sad
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,['d4vd'],d4vd,0.571,0.544,-10.613,1,0.453,0.00805,0.216,132.052,sad
10YGow8ChEZt6EWd4Mfc9S,Pain,['Fernie'],Fernie,0.363,0.352,-10.407,1,0.802,1.23e-06,0.353,119.186,sad
3hUxzQpSfdDqwM3ZTFQY0K,august,['Taylor Swift'],Taylor Swift,0.532,0.623,-9.208,1,0.538,7.28e-05,0.403,89.937,sad
4xqrdfXkTW4T0RauPLv3WA,Heather,['Conan Gray'],Conan Gray,0.357,0.425,-7.301,1,0.584,0.0,0.27,102.078,sad
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,['Zach Bryan'],Zach Bryan,0.369,0.192,-12.151,0,0.555,8.35e-06,0.148,175.212,sad
5CZ40GBx1sQ9agT82CLQCT,traitor,['Olivia Rodrigo'],Olivia Rodrigo,0.38,0.339,-7.885,1,0.691,0.0,0.0849,100.607,sad
7D0RhFcb3CrfPuTJ0obrod,Sparks,['Coldplay'],Coldplay,0.371,0.268,-10.506,1,0.748,0.0517,0.165,102.617,sad
7qoxdajngC0j9VXrcnephA,Before You Leave Me,['Alex Warren'],Alex Warren,0.702,0.84,-5.382,1,0.151,0.0,0.639,120.035,sad
5uu2OCGGrTRS1sIvlMgKwe,i am not who i was,['Chance Peña'],Chance Peña,0.697,0.22,-13.696,1,0.703,0.0,0.194,129.966,sad
1daDRI9ahBonbWD8YcxOIB,Angels Like You,['Miley Cyrus'],Miley Cyrus,0.672,0.642,-4.035,1,0.0981,0.0,0.494,121.981,sad
4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,['Billie Eilish'],Billie Eilish,0.332,0.225,-8.697,1,0.767,0.00349,0.297,81.055,sad
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,['Coldplay'],Coldplay,0.209,0.417,-8.74,1,0.164,0.00196,0.124,138.178,sad
7EAMXbLcL0qXmciM5SwMh2,Heart To Heart,['Mac DeMarco'],Mac DeMarco,0.901,0.136,-16.127,0,0.667,0.354,0.643,150.076,sad
5JCoSi02qi3jJeHdZXMmR8,favorite crime,['Olivia Rodrigo'],Olivia Rodrigo,0.369,0.272,-10.497,1,0.866,0.0,0.218,172.929,sad
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,['Bruno Mars'],Bruno Mars,0.498,0.59,-4.721,0,0.511,0.0,0.0784,145.867,sad
2L9N0zZnd37dwF0clgxMGI,ceilings,['Lizzy McAlpine'],Lizzy McAlpine,0.516,0.322,-11.762,1,0.473,0.00194,0.261,148.005,sad
4nyF5lmSziBAt7ESAUjpbx,"I miss you, I’m sorry",['Gracie Abrams'],Gracie Abrams,0.445,0.455,-6.405,1,0.731,1.47e-06,0.151,109.885,sad
1ZMiCix7XSAbfAJlEZWMCp,Falling,['Harry Styles'],Harry Styles,0.567,0.267,-6.502,1,0.839,1.46e-06,0.0592,110.011,sad
1lb0KfG9EyfSBsEifTUtXY,someday i'll get it,['Alek Olsen'],Alek Olsen,0.438,0.051,-22.44,1,0.93,0.916,0.102,102.711,sad
3GYlZ7tbxLOxe6ewMNVTkw,TV,['Billie Eilish'],Billie Eilish,0.412,0.236,-15.159,0,0.83,0.00653,0.119,140.214,sad
6RSG1dKPV5gEvILwJb4QtS,loml,['Taylor Swift'],Taylor Swift,0.423,0.272,-12.56,1,0.858,0.0,0.195,78.539,sad
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,['Giveon'],Giveon,0.449,0.465,-8.964,1,0.524,1.02e-06,0.543,89.087,sad
1fDFHXcykq4iw8Gg7s5hG9,About You,['The 1975'],The 1975,0.416,0.762,-7.385,1,0.312,0.804,0.461,95.967,sad
0qvzXomUDJVaUboy2wMfiS,This Town,['Niall Horan'],Niall Horan,0.677,0.401,-8.467,1,0.712,0.0,0.195,111.825,sad
4KGGeE7RJsgLNZmnxGFlOj,Falling Behind,['Laufey'],Laufey,0.449,0.353,-12.986,1,0.942,0.0786,0.55,165.888,sad
55Am8neGJkdj2ADaM3aw5H,Train Wreck,['James Arthur'],James Arthur,0.311,0.485,-5.726,0,0.701,0.0,0.225,77.355,sad
3CWq0pAKKTWb0K4yiglDc4,You’re Losing Me (From The Vault),['Taylor Swift'],Taylor Swift,0.744,0.396,-13.712,1,0.509,0.00319,0.18,102.969,sad
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,['Adele'],Adele,0.604,0.366,-7.519,1,0.578,0.0,0.13,141.981,sad
0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,['Lord Huron'],Lord Huron,0.545,0.366,-9.51,1,0.969,0.267,0.1,86.997,sad
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",['Olivia Rodrigo'],Olivia Rodrigo,0.473,0.203,-12.627,1,0.941,0.0,0.419,168.884,sad
4WefXOf8I4gMjdj2kBJgkl,Patadas de Ahogado,"['LATIN MAFIA', 'Humbe']",LATIN MAFIA,0.437,0.381,-10.254,1,0.73,0.000284,0.435,182.568,sad
0UaaFmF3xUwMjnuAHBq7qL,Love You With All My Heart,['Crush'],Crush,0.46,0.326,-8.226,1,0.763,0.0,0.214,134.049,sad
6eI8B3QW20P68MCYMb4Etd,something to remember,['Matt Hansen'],Matt Hansen,0.665,0.719,-6.897,1,0.384,0.0,0.491,112.473,sad
709p9UGPAuyImWf1Z3vjRo,Let You Break My Heart Again,"['Laufey', 'Philharmonia Orchestra']",Laufey,0.299,0.142,-15.134,1,0.965,0.113,0.123,76.748,sad
6uvh0In7u1Xn4HgxOfAn8O,Matilda,['Harry Styles'],Harry Styles,0.507,0.294,-10.0,1,0.896,1.97e-05,0.386,114.199,sad
7F1CiKqrY44kh5cDqwHOnx,Love Is Gone - Acoustic,"['SLANDER', 'Dylan Matthew']",SLANDER,0.541,0.153,-10.654,1,0.882,1.66e-06,0.359,139.644,sad
26hOm7dTtBi0TdpDGl141t,Die For You,['Joji'],Joji,0.472,0.518,-7.379,1,0.383,0.127,0.154,147.805,sad
5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),"['Julia Michaels', 'Niall Horan']",Julia Michaels,0.516,0.467,-6.184,1,0.662,0.0,0.386,132.861,sad
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),['Omar Apollo'],Omar Apollo,0.697,0.336,-10.395,1,0.598,0.00528,0.31,82.029,sad
3Nl5OkkmS5DaBZvuYofpAt,the grudge,['Olivia Rodrigo'],Olivia Rodrigo,0.511,0.313,-9.32,1,0.905,0.0,0.331,126.962,sad
30LZU3ReFIndjHLfaahreM,Save Me (with Lainey Wilson),['Jelly Roll'],Jelly Roll,0.564,0.612,-5.018,1,0.382,0.0,0.146,83.03,sad
3PsHulD1zewglcTPcEPnlk,To Love Someone,['Benson Boone'],Benson Boone,0.609,0.343,-7.93,1,0.709,0.0,0.262,81.923,sad
5hnGrTBaEsdukpDF6aZg8a,How Do I Say Goodbye,['Dean Lewis'],Dean Lewis,0.4,0.641,-6.303,1,0.214,0.0,0.393,81.552,sad
1XTY6rA7XQosc0ynkkE9kN,Black Friday,['Tom Odell'],Tom Odell,0.48,0.199,-12.398,1,0.931,0.0563,0.201,165.476,sad
4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,['Alec Benjamin'],Alec Benjamin,0.723,0.504,-5.572,1,0.388,7.4e-05,0.551,133.975,sad
4R3AU2pjv8ge2siX1fVbZs,Goddess,['Laufey'],Laufey,0.372,0.128,-12.997,1,0.973,0.000315,0.172,78.949,sad
2RnBxdoRGOBzy2yvThWtMe,LET EM GO,['Matt Hansen'],Matt Hansen,0.364,0.512,-9.122,0,0.0337,0.0,0.134,118.392,sad
4HcARAxzsbIB3MqiEkejM6,Locksmith,['Sadie Jean'],Sadie Jean,0.566,0.348,-10.726,1,0.559,7.66e-06,0.374,98.734,sad
0hFTdvxUbHl1CqrdZcbWtZ,Tummy Hurts,['Reneé Rapp'],Reneé Rapp,0.61,0.686,-5.821,1,0.764,6.99e-06,0.481,149.759,sad
5ajjAnNRh8bxFvaVHzpPjh,Reckless,['Madison Beer'],Madison Beer,0.386,0.426,-6.642,1,0.807,0.0,0.261,180.104,sad
6RQ5IwG7uADz9LDWliJGjU,Special,['SZA'],SZA,0.604,0.199,-11.831,1,0.777,0.0,0.191,76.134,sad
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,['Sara Kays'],Sara Kays,0.679,0.61,-10.936,0,0.585,9.51e-05,0.554,123.978,sad
0aIW3ekrhK1eh3BYCh11op,Falling Apart,['Michael Schulte'],Michael Schulte,0.543,0.333,-9.355,0,0.824,3.87e-06,0.261,109.789,sad
2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,['Ashe'],Ashe,0.572,0.406,-8.624,1,0.587,4.48e-06,0.265,119.812,sad
4M68xjcc42oxyphhzpOWXS,Great Gatsby,['Rod Wave'],Rod Wave,0.678,0.567,-8.927,0,0.0454,8.8e-06,0.154,156.975,sad
3sXWFs0hku4tR5cy54PnRz,Some Things I'll Never Know,['Teddy Swims'],Teddy Swims,0.646,0.222,-7.849,1,0.853,0.0,0.559,127.716,sad
2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,['Shawn Mendes'],Shawn Mendes,0.398,0.286,-11.881,1,0.616,0.000146,0.0666,78.262,sad
2qLyo5FeWquE7HBUbcVnEy,emails i can’t send,['Sabrina Carpenter'],Sabrina Carpenter,0.515,0.387,-10.614,1,0.757,0.0,0.408,86.313,sad
2xXNLutYAOELYVObYb1C1S,As the World Caves In,['Sarah Cothran'],Sarah Cothran,0.422,0.25,-6.836,1,0.441,0.0,0.246,124.026,sad
1Ip5p31SowqjJLo2ss1afJ,better off without me,['Matt Hansen'],Matt Hansen,0.62,0.468,-7.492,1,0.619,0.0,0.646,149.855,sad
6Kkt27YmFyIFrcX3QXFi2o,Liability,['Lorde'],Lorde,0.587,0.229,-11.254,0,0.92,0.0,0.379,75.67,sad
2VDTqhsSzrRxsbjvv4KLPl,Memories,['Dean Lewis'],Dean Lewis,0.569,0.393,-6.507,1,0.797,0.0,0.405,128.704,sad
3fajzhEHSdlSmY31dORz9M,28 (with Dean Lewis),"['Ruth B.', 'Dean Lewis']",Ruth B.,0.464,0.331,-6.336,1,0.794,0.0,0.513,77.307,sad
4vuVzf7BIZhDAFm3TB0Tzy,Enough,['charlieonnafriday'],charlieonnafriday,0.745,0.543,-8.137,1,0.22,0.0,0.242,139.964,sad
1is8gU4RVcN4J8xItxWoOY,I GUESS I'M IN LOVE,['Clinton Kane'],Clinton Kane,0.422,0.34,-6.577,1,0.877,1.77e-05,0.223,77.213,sad
2m6HgwjakjAXimujX8m4sk,BLEED,['The Kid LAROI'],The Kid LAROI,0.566,0.417,-7.025,0,0.647,0.0,0.669,174.798,sad
2lWdeczQNurRVraTyZFmgp,Last Man Standing,['Livingston'],Livingston,0.628,0.441,-5.764,1,0.843,0.0,0.453,138.386,sad
7dDrR6vMK1JAwZZ5MIWgme,birthday cake,['Dylan Conrique'],Dylan Conrique,0.436,0.255,-8.623,1,0.955,3.28e-05,0.15,113.265,sad
2Kqw2ECnErSCU9bxPSVgGx,Bigger Person,['Lauren Spencer Smith'],Lauren Spencer Smith,0.663,0.36,-8.217,1,0.406,0.0,0.185,104.809,sad
6ErCfbbI9BG4bK2djjKUvP,i wish you cheated,['Alexander Stewart'],Alexander Stewart,0.351,0.487,-7.303,1,0.21,0.0,0.475,77.141,sad
3cgHwqbHcu1DKFADvkgPJ7,The Last Bit Of Us,['Dean Lewis'],Dean Lewis,0.557,0.317,-9.497,1,0.675,1.86e-06,0.166,120.419,sad
6jDT7DB6k0psPX0nWNDI1K,grave,['Tate McRae'],Tate McRae,0.525,0.628,-8.057,1,0.16,0.0,0.249,157.955,sad
5zcoYCmeIL392as1bwIYce,Chasing Shadows,['Alex Warren'],Alex Warren,0.779,0.604,-8.039,0,0.556,0.0,0.404,120.017,sad
0BiqmkasE5FdrChwKfVp8X,Bigger Than The Whole Sky,['Taylor Swift'],Taylor Swift,0.42,0.22,-12.584,1,0.841,0.00131,0.0705,165.564,sad
6sy0CvtlBXtXDd6yTW0koJ,Just Because,['Sadie Jean'],Sadie Jean,0.544,0.629,-7.8,1,0.742,0.000203,0.453,90.327,sad
7r2DoJ1tzl12CJ3fbsmoUT,anatomy,['kenzie'],kenzie,0.51,0.202,-13.051,1,0.883,1.59e-06,0.139,104.967,sad
0XER3HPMx223xWaAgNKp4Y,My Mind & Me,['Selena Gomez'],Selena Gomez,0.587,0.385,-5.781,1,0.573,0.0,0.209,143.772,sad
2At18rPHOuTEjGEppwGV0A,Peter Pan Was Right,['Anson Seabra'],Anson Seabra,0.661,0.517,-7.74,1,0.223,0.0,0.241,84.014,sad
0cZDC7uxNK8lqQ3GgyvCnD,Nobody's Home,['Avril Lavigne'],Avril Lavigne,0.348,0.907,-3.66,0,0.000516,0.0,0.177,185.406,sad
26uXIvU5DdJLPUIj8pK9w7,Who Do I Call Now? (Hellbent),['Sofia Camara'],Sofia Camara,0.303,0.41,-8.64,1,0.228,0.0,0.148,79.509,sad
3vZk7OAUjMtVDNC852aNqi,Oceans & Engines,['NIKI'],NIKI,0.395,0.309,-8.919,1,0.637,2.17e-05,0.0673,142.012,sad
472jZF9DQbbJlp6Zg58aai,broken by you,['Alexander Stewart'],Alexander Stewart,0.57,0.802,-4.702,1,0.116,0.0,0.607,137.893,sad
4d2ZJ9W7dkQuITwUCTuD5n,never knew a heart could break itself,['Zach Hood'],Zach Hood,0.579,0.454,-7.264,1,0.465,0.0,0.461,78.949,sad
1imbsYvtz61ZvUgGqKCr3j,Intrusive Thoughts,['Natalie Jane'],Natalie Jane,0.446,0.334,-8.807,1,0.778,0.0,0.127,120.558,sad
5oEoCJsMs5fsPgOKuwdFmE,In The Cards,['Jamie Miller'],Jamie Miller,0.628,0.316,-7.615,1,0.742,0.0,0.227,85.148,sad
0KpWiHVmIFDTvai20likX4,drunk text,['Henry Moodie'],Henry Moodie,0.614,0.493,-5.356,1,0.0676,0.0,0.176,94.784,sad
6BQPRUFGHsgtNYJxuwhktR,This Is How It Feels (with Laufey),"['d4vd', 'Laufey']",d4vd,0.235,0.217,-11.72,1,0.927,0.0,0.221,82.522,sad
71BWZa1liIRyUiuJ3MB66o,I Know You,['Faye Webster'],Faye Webster,0.454,0.385,-12.849,1,0.287,9.97e-05,0.144,154.918,sad
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,['Arctic Monkeys'],Arctic Monkeys,0.464,0.417,-9.345,0,0.136,0.022,0.479,67.528,sad
09RamrocZneYcLYLRIxYha,Steeeam,['Shelly'],Shelly,0.817,0.763,-11.014,0,0.546,0.158,0.923,120.034,sad
7f1mKhZ8s6di51f76Qf03E,Kiss City,['Blondshell'],Blondshell,0.461,0.55,-5.439,0,0.137,2.26e-06,0.526,82.991,sad
2Co0IjcLTSHMtodwD4gzfg,I Bet on Losing Dogs,['Mitski'],Mitski,0.398,0.493,-9.561,1,0.00347,0.000157,0.412,82.048,sad
1UTGAopFU1g7qoxTE8sE3D,Casual,['Chappell Roan'],Chappell Roan,0.508,0.411,-6.95,1,0.226,0.0,0.34,131.008,sad
480rD34KfGbMaT0L6zjeIu,Pressure To Party,['Julia Jacklin'],Julia Jacklin,0.479,0.81,-3.949,1,0.000127,3.91e-05,0.369,141.931,sad
37pKTyMwalomKCZjxTc2QZ,Cherry-coloured Funk,['Cocteau Twins'],Cocteau Twins,0.49,0.652,-5.813,1,0.00196,6.24e-05,0.339,90.085,sad
6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,['girl in red'],girl in red,0.566,0.366,-12.808,1,0.113,0.181,0.237,129.96,sad
2CuBUQZY5SmOaISKWUO9m9,Emily I'm Sorry,"['boygenius', 'Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",boygenius,0.582,0.373,-12.192,1,0.901,0.151,0.462,135.954,sad
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",['Chappell Roan'],Chappell Roan,0.7,0.582,-5.96,0,0.0502,0.0,0.785,116.712,sad
3uCkIqD0VzQUijbs8WIizs,These Days,['Nico'],Nico,0.401,0.13,-17.638,1,0.989,0.305,0.213,93.091,sad
6qAG3LODdPgAjFRAJpESgE,gold star,['quinnie'],quinnie,0.622,0.225,-13.555,0,0.665,1.35e-06,0.198,79.672,sad
6UxAKocZd98MRn0u5obryV,A House In Nebraska,['Ethel Cain'],Ethel Cain,0.245,0.365,-7.891,1,0.373,6.56e-05,0.218,129.417,sad
42qNWdLKCI41S4uzfamhFM,Duvet,['bôa'],bôa,0.583,0.888,-9.414,0,0.191,4.58e-05,0.706,93.206,sad
7akS8ipHEFH2CzOMDmk7Rv,Partner in Crime,['Lucy Dacus'],Lucy Dacus,0.435,0.65,-6.191,1,0.062,0.000731,0.476,142.899,sad
15gL4n95OG5KEQLCMXPQzp,Dionne (feat. Justin Vernon),"['The Japanese House', 'Justin Vernon']",The Japanese House,0.313,0.727,-6.104,1,0.37,0.00838,0.273,149.867,sad
10nyNJ6zNy2YVYLrcwLccB,No Surprises,['Radiohead'],Radiohead,0.255,0.393,-10.654,1,0.0577,0.00361,0.118,76.426,sad
5hGzYOXKT3YxJu2qcDTc44,Lover / / Over the Moon,['Alice Phoebe Lou'],Alice Phoebe Lou,0.524,0.151,-9.548,1,0.893,0.0,0.301,77.0,sad
0EF1EE8zusg3Y869e56JFd,Nothing's New,['Rio Romeo'],Rio Romeo,0.421,0.394,-8.312,1,0.863,4.74e-06,0.399,96.192,sad
51Grh1RyUDcMBbpuyUIUHI,rises the moon,['Liana Flores'],Liana Flores,0.483,0.129,-20.149,0,0.947,0.145,0.203,137.35,sad
73hivFjCugq75ohbZiPlob,Hurting,['h. pruz'],h. pruz,0.601,0.328,-13.219,0,0.894,0.0729,0.219,90.076,sad
474uVhyGgK5MtY9gMcDgGl,It's Called: Freefall,['Rainbow Kitten Surprise'],Rainbow Kitten Surprise,0.744,0.516,-6.365,1,0.632,0.0,0.281,97.944,sad
7B3z0ySL9Rr0XvZEAjWZzM,Sofia,['Clairo'],Clairo,0.744,0.619,-9.805,1,0.598,0.00372,0.641,112.997,sad
6LUGvXEAK8WxIBYK43uoTb,Back to the Old House - 2011 Remaster,['The Smiths'],The Smiths,0.626,0.488,-7.805,1,0.0102,0.000188,0.404,104.13,sad
3sslYZcFKtUvIEWN9lADgr,First Love/Late Spring,['Mitski'],Mitski,0.445,0.543,-8.196,1,0.000825,0.0137,0.102,99.963,sad
1XrSjpNe49IiygZfzb74pk,What Once Was,"[""Her's""]",Her's,0.526,0.877,-4.369,0,0.172,0.0108,0.436,145.568,sad
4PwWESSlTwzvw9B7bmtTLS,anything,['Adrianne Lenker'],Adrianne Lenker,0.388,0.291,-12.952,1,0.774,1.93e-05,0.51,83.943,sad
5PJH1U5Iie893v48Fl9yaC,Cool About It,"['boygenius', 'Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",boygenius,0.52,0.212,-13.693,1,0.901,0.0,0.4,92.444,sad
6UFivO2zqqPFPoQYsEMuCc,Bags,['Clairo'],Clairo,0.742,0.546,-7.694,1,0.172,0.38,0.868,104.996,sad
5kI4eCXXzyuIUXjQra0Cxi,betty,['Taylor Swift'],Taylor Swift,0.593,0.377,-8.761,1,0.6,0.0,0.502,95.939,sad
7qcXUzPwoxSBFxjTbNrV0B,The Gold - Phoebe Bridgers Version,"['Manchester Orchestra', 'Phoebe Bridgers']",Manchester Orchestra,0.299,0.399,-12.176,1,0.816,0.00117,0.302,158.253,sad
2VYnlKxB8jpbCeLUjQsebc,In A Good Way,['Faye Webster'],Faye Webster,0.587,0.286,-8.839,1,0.185,0.0288,0.302,71.123,sad
0XgRWgcs0Pcr9PSIdFWD4N,Clay Pigeons,['Michael Cera'],Michael Cera,0.292,0.241,-17.001,1,0.97,0.00989,0.441,172.175,sad
5411TEB6tlzvuF5A4oyldr,Francis Forever,['Mitski'],Mitski,0.535,0.448,-9.167,1,0.00262,1.94e-05,0.32,101.986,sad
0KyAGiNGUytG5JLxJu4F6l,Pretty Girl,['Clairo'],Clairo,0.93,0.611,-4.406,1,0.593,0.00124,0.695,112.127,sad
7vPHiwgCOAjSBRjAirbMvS,"Sea, Swallow Me","['Cocteau Twins', 'Harold Budd']",Cocteau Twins,0.454,0.673,-13.425,1,0.589,0.238,0.827,163.954,sad
2LZ2CNbcbJrwh53pitRgom,Silver Soul,['Beach House'],Beach House,0.356,0.67,-5.825,1,0.467,0.000106,0.117,135.032,sad
5nVE45ithgyVocZp5XLAk6,The Bug Collector,['Haley Heynderickx'],Haley Heynderickx,0.538,0.419,-9.705,1,0.777,0.329,0.529,99.622,sad
46RNrAkGsqWTDrv2ZPOAbx,Moon Song,['Phoebe Bridgers'],Phoebe Bridgers,0.339,0.243,-12.512,1,0.869,0.00369,0.183,154.909,sad
0DFldA3ySuV2dblrOAWq1f,Don't Forget Me,['Maggie Rogers'],Maggie Rogers,0.472,0.55,-4.278,1,0.377,0.0,0.413,144.636,sad
0AjcdGri5vhJsmZnduCEqd,October Passed Me By,['girl in red'],girl in red,0.513,0.372,-13.005,0,0.747,0.0572,0.218,78.036,sad
6rEcXviYlZCEx01m1z7qZv,Come Down Soon,['Lizzy McAlpine'],Lizzy McAlpine,0.596,0.426,-10.502,0,0.607,3.85e-05,0.322,122.161,sad
010ALbbh5KlQ4fKWgSdhRd,Look On Down From The Bridge,['Mazzy Star'],Mazzy Star,0.37,0.0772,-19.322,1,0.642,0.69,0.0954,119.942,sad
7LNm1oWd6PniO9wRYpNY5o,j's lullaby (darlin' i'd wait for you),['Delaney Bailey'],Delaney Bailey,0.54,0.11,-19.885,1,0.498,0.000614,0.172,76.068,sad
5OuJTtNve7FxUX82eEBupN,Tommy's Party,['Peach Pit'],Peach Pit,0.565,0.438,-8.722,1,0.122,0.0469,0.211,133.949,sad
33kKcOJoyNduHwXhEnga8X,Sea of Love,['Cat Power'],Cat Power,0.585,0.0859,-11.478,0,0.94,0.0,0.12,78.54,sad
45h4w81P5iJJTSeR0jJUQ8,She,['dodie'],dodie,0.479,0.154,-15.051,1,0.755,0.0261,0.232,92.457,sad
4zXuYQNDmw3dlauyc8q3Kd,We'll Never Have Sex,['Leith Ross'],Leith Ross,0.365,0.07,-17.095,1,0.959,0.000977,0.443,174.053,sad
0uhYgQQ6WX9rCONnum7Fmw,I Know,['Fiona Apple'],Fiona Apple,0.324,0.211,-14.223,1,0.944,0.0031,0.199,146.367,sad
3HFBqhotJeEKHJzMEW31jZ,Change,['Big Thief'],Big Thief,0.633,0.161,-12.892,1,0.83,9.9e-05,0.546,132.57,sad
2kAYu8GaEILjHWtqYg83TD,Missing Out,['Maya Hawke'],Maya Hawke,0.638,0.587,-9.189,1,0.59,0.109,0.89,159.942,sad
4PDJDIdWxNN1AlnbrKkoPf,Come Over (Again),['Crawlers'],Crawlers,0.498,0.713,-7.738,1,0.00393,0.0,0.235,93.018,sad
1camd9eP6HEbhNjXww8FKN,Sunflower,['Michele Leigh'],Michele Leigh,0.683,0.273,-11.458,1,0.324,3.79e-05,0.719,90.059,sad
0O4sIQ728ugLlwBVaxF8UM,"Kokomo, IN",['Japanese Breakfast'],Japanese Breakfast,0.415,0.665,-6.374,1,0.0792,3.6e-06,0.721,202.173,sad
0MNNKSUU9OOQ8DSGWduw79,Mystery of Love,['Sufjan Stevens'],Sufjan Stevens,0.365,0.273,-16.526,0,0.94,0.431,0.238,132.285,sad
62R903SYfJm79xxLhjEhyW,Real House,['Adrianne Lenker'],Adrianne Lenker,0.471,0.0333,-17.571,1,0.977,0.0,0.186,112.249,sad
52zzYSu7RUsSFn8cZlVjWp,She Plays Bass,['beabadoobee'],beabadoobee,0.447,0.89,-3.823,0,0.000147,0.021,0.269,136.066,sad
29nzgSkf11owK8vO9iBgCq,(You) On My Arm,['Leith Ross'],Leith Ross,0.591,0.626,-6.999,1,0.113,0.000106,0.405,98.039,sad
